,player_name,class_name,matches_played,innings_bowled_in,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts_in_an_inns,five_wkts_in_an_inns,ten_wkts_in_a_match
2396,574287,ODIs,13,13,587,508,19,6/41,6/41,26.73,5.19,30.8,0,1,0
2397,574287,T20Is,8,7,97,81,7,3/13,3/13,11.57,5.01,13.8,0,0,0
2398,574287,First-class,6,10,972,353,13,4/33,4/33,27.15,2.17,74.7,1,0,0
2399,574287,List A,27,27,1133,901,33,6/41,6/41,27.30,4.77,34.3,0,2,0
2400,574287,T20s,10,9,139,130,10,3/13,3/13,13.00,5.61,13.9,0,0,0
2401,302845,ODIs,18,1,6,12,0,-,-,-,12.00,-,0,0,0
2402,302845,T20Is,10,-,-,-,-,-,-,-,-,-,-,-,-
2403,302845,First-class,6,-,-,-,-,-,-,-,-,-,-,-,-
2404,302845,List A,40,2,18,18,0,-,-,-,6.00,-,0,0,0
2405,302845,T20s,31,2,18,21,1,1/12,1/12,21.00,7.00,18.0,0,0,0
2406,25056,ODIs,19,19,708,434,18,3/20,3/20,24.11,3.67,39.3,0,0,0
2407,25056,T20Is,13,7,101,111,7,2/7,2/7,15.85,6.59,14.4,0,0,0
2408,25056,First-class,7,4,341,166,5,2/80,2/80,33.20,2.92,68.2,0,0,0
2409,25056,List A,54,,1022,666,32,3/20,3/20,20.81,3.90,31.9,0,0,0
2410,25056,T20s,32,15,227,286,11,2/7,2/7,26.00,7.55,20.6,0,0,0
2411,524253,ODIs,15,15,742,594,28,4/24,4/24,21.21,4.80,26.5,4,0,0
2412,524253,T20Is,12,12,236,266,15,3/26,3/26,17.73,6.76,15.7,0,0,0
2413,524253,First-class,7,12,1084,688,20,5/59,6/62,34.40,3.80,54.2,1,1,0
2414,524253,List A,31,30,1435,1196,51,4/24,4/24,23.45,5.00,28.1,4,0,0
2415,524253,T20s,20,20,380,445,24,3/12,3/12,18.54,7.02,15.8,0,0,0
2416,25065,ODIs,9,-,-,-,-,-,-,-,-,-,-,-,-
2417,25065,T20Is,8,-,-,-,-,-,-,-,-,-,-,-,-
2418,25065,First-class,6,-,-,-,-,-,-,-,-,-,-,-,-
2419,25065,List A,28,-,-,-,-,-,-,-,-,-,-,-,-
2420,25065,T20s,29,-,-,-,-,-,-,-,-,-,-,-,-
2421,455463,T20Is,13,8,114,175,5,4/36,4/36,35.00,9.21,22.8,1,0,0
2422,455463,T20s,27,20,306,405,11,4/36,4/36,36.81,7.94,27.8,1,0,0
2423,26038,T20Is,12,-,-,-,-,-,-,-,-,-,-,-,-
2424,26038,List A,18,,128,109,2,1/29,1/29,54.50,5.10,64.0,0,0,0
2425,26038,T20s,17,-,-,-,-,-,-,-,-,-,-,-,-
2426,387046,T20Is,10,5,54,67,1,1/6,1/6,67.00,7.44,54.0,0,0,0
2427,387046,List A,14,11,355,308,10,4/63,4/63,30.80,5.20,35.5,1,0,0
2428,387046,T20s,24,14,162,216,6,2/26,2/26,36.00,8.00,27.0,0,0,0
2429,631264,T20Is,11,10,227,334,8,3/37,3/37,41.75,8.82,28.3,0,0,0
2430,631264,List A,2,2,82,45,1,1/30,1/30,45.00,3.29,82.0,0,0,0
2431,631264,T20s,17,16,359,489,18,4/15,4/15,27.16,8.17,19.9,1,0,0
2432,940593,ODIs,1,1,60,32,2,2/32,2/32,16.00,3.20,30.0,0,0,0
2433,940593,T20Is,9,-,-,-,-,-,-,-,-,-,-,-,-
2434,940593,List A,11,4,78,43,2,2/32,2/32,21.50,3.30,39.0,0,0,0
2435,940593,T20s,9,-,-,-,-,-,-,-,-,-,-,-,-
2436,937953,ODIs,1,1,60,41,0,-,-,-,4.10,-,0,0,0
2437,937953,T20Is,19,18,401,491,22,4/20,4/20,22.31,7.34,18.2,1,0,0
2438,937953,List A,15,15,756,502,28,5/33,5/33,17.92,3.98,27.0,1,2,0
2439,937953,T20s,24,23,515,631,28,4/20,4/20,22.53,7.35,18.3,1,0,0
2440,436749,ODIs,1,1,36,28,2,2/28,2/28,14.00,4.66,18.0,0,0,0
2441,436749,T20Is,3,3,57,57,2,2/19,2/19,28.50,6.00,28.5,0,0,0
2442,436749,List A,13,13,617,488,23,4/46,4/46,21.21,4.74,26.8,1,0,0
2443,436749,T20s,3,3,57,57,2,2/19,2/19,28.50,6.00,28.5,0,0,0
2444,307756,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
2445,307756,T20Is,14,1,12,17,0,-,-,-,8.50,-,0,0,0
2446,307756,List A,17,2,36,35,1,1/13,1/13,35.00,5.83,36.0,0,0,0
2447,307756,T20s,24,2,18,21,0,-,-,-,7.00,-,0,0,0
2448,1136106,T20Is,2,2,36,64,0,-,-,-,10.66,-,0,0,0
2449,1136106,List A,8,8,202,186,3,1/11,1/11,62.00,5.52,67.3,0,0,0
2450,1136106,T20s,2,2,36,64,0,-,-,-,10.66,-,0,0,0
2451,1077307,ODIs,1,1,36,38,0,-,-,-,6.33,-,0,0,0
2452,1077307,T20Is,4,4,84,91,3,2/23,2/23,30.33,6.50,28.0,0,0,0
2453,1077307,List A,14,14,656,419,17,4/28,4/28,24.64,3.83,38.5,1,0,0
2454,1077307,T20s,4,4,84,91,3,2/23,2/23,30.33,6.50,28.0,0,0,0
2455,585081,ODIs,1,1,60,54,1,1/54,1/54,54.00,5.40,60.0,0,0,0
2456,585081,T20Is,16,14,219,265,8,2/12,2/12,33.12,7.26,27.3,0,0,0
2457,585081,List A,18,15,643,483,18,4/36,4/36,26.83,4.50,35.7,1,0,0
2458,585081,T20s,19,16,249,301,9,2/12,2/12,33.44,7.25,27.6,0,0,0
2459,1077309,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
2460,1077309,T20Is,7,-,-,-,-,-,-,-,-,-,-,-,-
2461,1077309,List A,8,-,-,-,-,-,-,-,-,-,-,-,-
2462,1077309,T20s,7,-,-,-,-,-,-,-,-,-,-,-,-
2463,543449,T20Is,17,15,309,374,8,1/13,1/13,46.75,7.26,38.6,0,0,0
2464,543449,List A,7,6,210,127,4,2/30,2/30,31.75,3.62,52.5,0,0,0
2465,543449,T20s,26,24,501,590,16,2/13,2/13,36.87,7.06,31.3,0,0,0
2466,888565,T20Is,15,9,168,197,9,3/18,3/18,21.88,7.03,18.6,0,0,0
2467,888565,List A,1,1,24,15,0,-,-,-,3.75,-,0,0,0
2468,888565,T20s,21,12,216,249,13,4/24,4/24,19.15,6.91,16.6,1,0,0
2469,41984,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
2470,41984,T20Is,9,9,162,194,6,2/24,2/24,32.33,7.18,27.0,0,0,0
2471,41984,List A,15,13,400,277,13,4/47,4/47,21.30,4.15,30.7,1,0,0
2472,41984,T20s,12,12,210,252,8,2/24,2/24,31.50,7.20,26.2,0,0,0
2473,1077310,T20Is,7,-,-,-,-,-,-,-,-,-,-,-,-
2474,1077310,List A,1,-,-,-,-,-,-,-,-,-,-,-,-
2475,1077310,T20s,7,-,-,-,-,-,-,-,-,-,-,-,-
2476,290633,T20Is,3,-,-,-,-,-,-,-,-,-,-,-,-
2477,290633,List A,4,-,-,-,-,-,-,-,-,-,-,-,-
2478,290633,T20s,12,-,-,-,-,-,-,-,-,-,-,-,-
2479,542344,T20Is,3,2,36,32,3,2/17,2/17,10.66,5.33,12.0,0,0,0
2480,542344,List A,3,3,114,72,3,2/28,2/28,24.00,3.78,38.0,0,0,0
2481,542344,T20s,17,16,298,326,16,3/30,3/30,20.37,6.56,18.6,0,0,0
2482,1174024,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
2483,1174024,T20Is,2,2,36,48,2,2/36,2/36,24.00,8.00,18.0,0,0,0
2484,1174024,List A,9,4,90,59,2,2/23,2/23,29.50,3.93,45.0,0,0,0
2485,1174024,T20s,2,2,36,48,2,2/36,2/36,24.00,8.00,18.0,0,0,0
2486,402066,T20Is,3,3,33,39,1,1/22,1/22,39.00,7.09,33.0,0,0,0
2487,402066,List A,2,2,54,37,1,1/21,1/21,37.00,4.11,54.0,0,0,0
2488,402066,T20s,5,4,45,51,2,1/12,1/12,25.50,6.80,22.5,0,0,0
2489,42876,T20Is,17,-,-,-,-,-,-,-,-,-,-,-,-
2490,42876,First-class,9,-,-,-,-,-,-,-,-,-,-,-,-
2491,42876,List A,25,-,-,-,-,-,-,-,-,-,-,-,-
2492,42876,T20s,31,-,-,-,-,-,-,-,-,-,-,-,-
2493,1156690,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
2494,1156690,List A,6,-,-,-,-,-,-,-,-,-,-,-,-
2495,1058938,T20Is,1,1,12,16,0,-,-,-,8.00,-,0,0,0
2496,1058938,T20s,1,1,12,16,0,-,-,-,8.00,-,0,0,0
2497,321446,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
2498,321446,List A,12,2,20,14,1,1/13,1/13,14.00,4.20,20.0,0,0,0
2499,321446,T20s,12,-,-,-,-,-,-,-,-,-,-,-,-
2500,585083,ODIs,1,1,48,32,1,1/32,1/32,32.00,4.00,48.0,0,0,0
2501,585083,T20Is,16,11,228,266,10,3/22,3/22,26.60,7.00,22.8,0,0,0
2502,585083,List A,13,13,406,266,12,4/14,4/14,22.16,3.93,33.8,1,0,0
2503,585083,T20s,27,19,353,423,20,4/23,4/23,21.15,7.18,17.6,1,0,0
2504,318615,T20Is,5,-,-,-,-,-,-,-,-,-,-,-,-
2505,318615,List A,13,11,384,375,11,3/64,3/64,34.09,5.85,34.9,0,0,0
2506,318615,T20s,17,8,114,140,12,3/16,3/16,11.66,7.36,9.5,0,0,0
2507,416106,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,-
2508,416106,First-class,2,-,-,-,-,-,-,-,-,-,-,-,-
2509,416106,List A,3,-,-,-,-,-,-,-,-,-,-,-,-
2510,416106,T20s,2,-,-,-,-,-,-,-,-,-,-,-,-
2511,518097,ODIs,12,11,471,408,12,3/38,3/38,34.00,5.19,39.2,0,0,0
2512,518097,T20Is,31,29,575,730,44,5/19,5/19,16.59,7.61,13.0,1,1,0
2513,518097,First-class,4,7,563,231,8,3/55,3/44,28.87,2.46,70.3,0,0,0
2514,518097,List A,47,45,1806,1463,60,5/7,5/7,24.38,4.86,30.1,2,1,0
2515,518097,T20s,46,43,877,1022,67,5/19,5/19,15.25,6.99,13.0,3,1,0
2516,44407,ODIs,32,3,30,37,0,-,-,-,7.40,-,0,0,0
2517,44407,T20Is,42,3,34,49,2,1/3,1/3,24.50,8.64,17.0,0,0,0
2518,44407,First-class,22,,60,48,3,3/42,3/42,16.00,4.80,20.0,0,0,0
2519,44407,List A,115,,30,37,0,-,-,-,7.40,-,0,0,0
2520,44407,T20s,65,3,34,49,2,1/3,1/3,24.50,8.64,17.0,0,0,0
2521,36592,ODIs,58,51,1979,1620,46,4/32,4/32,35.21,4.91,43.0,1,0,0
2522,36592,T20Is,43,30,526,603,18,2/19,2/19,33.50,6.87,29.2,0,0,0
2523,36592,First-class,27,41,3197,1652,41,4/1,4/1,40.29,3.10,77.9,1,0,0
2524,36592,List A,153,124,4575,3888,106,4/32,4/32,36.67,5.09,43.1,1,0,0
2525,36592,T20s,63,49,832,956,31,3/14,3/14,30.83,6.89,26.8,0,0,0
2526,245166,ODIs,46,46,2036,1601,57,3/17,3/17,28.08,4.71,35.7,0,0,0
2527,245166,T20Is,38,35,704,780,43,4/7,4/7,18.13,6.64,16.3,3,0,0
2528,245166,First-class,12,20,1909,942,34,6/43,7/113,27.70,2.96,56.1,1,2,0
2529,245166,List A,116,113,4985,3966,148,6/24,6/24,26.79,4.77,33.6,2,1,0
2530,245166,T20s,61,58,1177,1358,66,4/7,4/7,20.57,6.92,17.8,3,0,0
2531,470699,ODIs,8,-,-,-,-,-,-,-,-,-,-,-,-
2532,470699,T20Is,34,-,-,-,-,-,-,-,-,-,-,-,-
2533,470699,First-class,4,-,-,-,-,-,-,-,-,-,-,-,-
2534,470699,List A,48,-,-,-,-,-,-,-,-,-,-,-,-
2535,470699,T20s,44,-,-,-,-,-,-,-,-,-,-,-,-
2536,219885,ODIs,23,19,553,438,13,3/11,3/11,33.69,4.75,42.5,0,0,0
2537,219885,T20Is,18,9,102,132,3,2/18,2/18,44.00,7.76,34.0,0,0,0
2538,219885,First-class,100,47,1852,1113,21,5/76,5/76,53.00,3.60,88.1,0,1,0
2539,219885,List A,151,49,1104,980,25,3/11,3/11,39.20,5.32,44.1,0,0,0
2540,219885,T20s,136,40,438,512,19,2/7,2/7,26.94,7.01,23.0,0,0,0
2541,1036191,ODIs,3,2,23,15,1,1/3,1/3,15.00,3.91,23.0,0,0,0
2542,1036191,T20Is,5,-,-,-,-,-,-,-,-,-,-,-,-
2543,1036191,First-class,1,-,-,-,-,-,-,-,-,-,-,-,-
2544,1036191,List A,8,3,45,54,1,1/3,1/3,54.00,7.20,45.0,0,0,0
2545,1036191,T20s,6,-,-,-,-,-,-,-,-,-,-,-,-
2546,1127317,ODIs,4,-,-,-,-,-,-,-,-,-,-,-,-
2547,1127317,T20Is,9,-,-,-,-,-,-,-,-,-,-,-,-
2548,1127317,First-class,1,-,-,-,-,-,-,-,-,-,-,-,-
2549,1127317,List A,11,-,-,-,-,-,-,-,-,-,-,-,-
2550,1127317,T20s,10,-,-,-,-,-,-,-,-,-,-,-,-
2551,595419,ODIs,1,1,60,37,1,1/37,1/37,37.00,3.70,60.0,0,0,0
2552,595419,T20Is,2,2,48,43,4,3/20,3/20,10.75,5.37,12.0,0,0,0
2553,595419,First-class,9,14,1176,733,20,4/83,5/104,36.65,3.73,58.8,1,0,0
2554,595419,List A,6,6,236,198,4,2/60,2/60,49.50,5.03,59.0,0,0,0
2555,595419,T20s,2,2,48,43,4,3/20,3/20,10.75,5.37,12.0,0,0,0
2556,416103,ODIs,3,3,126,107,2,1/47,1/47,53.50,5.09,63.0,0,0,0
2557,416103,T20Is,1,1,24,32,1,1/32,1/32,32.00,8.00,24.0,0,0,0
2558,416103,First-class,6,11,951,535,24,4/36,5/59,22.29,3.37,39.6,3,0,0
2559,416103,List A,27,26,1026,831,28,6/39,6/39,29.67,4.85,36.6,1,1,0
2560,416103,T20s,2,2,48,54,4,3/22,3/22,13.50,6.75,12.0,0,0,0
2561,1104703,ODIs,4,4,240,150,10,3/30,3/30,15.00,3.75,24.0,0,0,0
2562,1104703,T20Is,10,9,215,310,12,3/31,3/31,25.83,8.65,17.9,0,0,0
2563,1104703,First-class,2,3,270,170,2,1/44,2/132,85.00,3.77,135.0,0,0,0
2564,1104703,List A,20,20,976,827,31,3/30,3/30,26.67,5.08,31.4,0,0,0
2565,1104703,T20s,11,10,227,322,13,3/31,3/31,24.76,8.51,17.4,0,0,0
2566,233712,ODIs,13,-,-,-,-,-,-,-,-,-,-,-,-
2567,233712,T20Is,30,-,-,-,-,-,-,-,-,-,-,-,-
2568,233712,First-class,23,4,60,42,0,-,-,-,4.20,-,0,0,0
2569,233712,List A,85,4,76,55,2,2/30,2/30,27.50,4.34,38.0,0,0,0
2570,233712,T20s,51,1,6,12,0,-,-,-,12.00,-,0,0,0
2571,643197,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
2572,643197,T20Is,16,6,52,59,3,1/7,1/7,19.66,6.80,17.3,0,0,0
2573,643197,First-class,5,9,444,321,6,2/26,3/32,53.50,4.33,74.0,0,0,0
2574,643197,List A,16,6,162,149,3,1/23,1/23,49.66,5.51,54.0,0,0,0
2575,643197,T20s,21,7,64,75,3,1/7,1/7,25.00,7.03,21.3,0,0,0
2576,471045,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,-
2577,471045,T20s,2,1,6,7,0,-,-,-,7.00,-,0,0,0
2578,380956,ODIs,6,6,252,167,10,4/37,4/37,16.70,3.97,25.2,1,0,0
2579,380956,T20Is,18,17,304,310,15,3/8,3/8,20.66,6.11,20.2,0,0,0
2580,380956,First-class,23,33,3179,1804,51,5/79,6/158,35.37,3.40,62.3,5,1,0
2581,380956,List A,60,58,2701,2094,85,5/37,5/37,24.63,4.65,31.7,4,1,0
2582,380956,T20s,57,54,968,1183,47,4/23,4/23,25.17,7.33,20.5,1,0,0
2583,526481,ODIs,1,1,42,49,1,1/49,1/49,49.00,7.00,42.0,0,0,0
2584,526481,T20Is,3,1,18,22,0,-,-,-,7.33,-,0,0,0
2585,526481,First-class,1,1,24,26,0,-,-,-,6.50,-,0,0,0
2586,526481,List A,4,2,48,58,1,1/49,1/49,58.00,7.25,48.0,0,0,0
2587,526481,T20s,3,1,18,22,0,-,-,-,7.33,-,0,0,0
2588,208657,ODIs,41,41,1901,1476,50,4/15,4/15,29.52,4.65,38.0,1,0,0
2589,208657,T20Is,49,39,702,816,36,4/19,4/19,22.66,6.97,19.5,1,0,0
2590,208657,First-class,23,32,2450,1434,35,5/57,5/57,40.97,3.51,70.0,0,1,0
2591,208657,List A,124,,4874,3862,119,4/15,4/15,32.45,4.75,40.9,2,0,0
2592,208657,T20s,70,59,1038,1183,43,4/19,4/19,27.51,6.83,24.1,1,0,0
2593,526482,T20Is,7,3,18,30,1,1/9,1/9,30.00,10.00,18.0,0,0,0
2594,526482,First-class,1,2,66,62,1,1/42,1/62,62.00,5.63,66.0,0,0,0
2595,526482,List A,11,-,-,-,-,-,-,-,-,-,-,-,-
2596,526482,T20s,7,3,18,30,1,1/9,1/9,30.00,10.00,18.0,0,0,0
2597,696143,ODIs,2,2,71,63,1,1/41,1/41,63.00,5.32,71.0,0,0,0
2598,696143,T20Is,6,5,102,170,6,2/25,2/25,28.33,10.00,17.0,0,0,0
2599,696143,First-class,3,5,550,324,12,5/88,7/129,27.00,3.53,45.8,0,2,0
2600,696143,List A,16,16,627,561,14,5/60,5/60,40.07,5.36,44.7,0,1,0
2601,696143,T20s,7,6,120,212,7,2/25,2/25,30.28,10.60,17.1,0,0,0
2602,308794,ODIs,12,11,366,306,3,1/21,1/21,102.00,5.01,122.0,0,0,0
2603,308794,T20Is,26,20,318,351,14,2/8,2/8,25.07,6.62,22.7,0,0,0
2604,308794,First-class,14,9,216,149,5,1/0,2/49,29.80,4.13,43.2,0,0,0
2605,308794,List A,55,46,1559,1365,30,4/40,4/40,45.50,5.25,51.9,1,0,0
2606,308794,T20s,46,39,675,718,32,3/31,3/31,22.43,6.38,21.0,0,0,0
2607,214696,ODIs,41,-,-,-,-,-,-,-,-,-,-,-,-
2608,214696,T20Is,14,-,-,-,-,-,-,-,-,-,-,-,-
2609,214696,First-class,18,,136,98,3,2/24,2/25,32.66,4.32,45.3,0,0,0
2610,214696,List A,88,2,36,32,0,-,-,-,5.33,-,0,0,0
2611,214696,T20s,21,-,-,-,-,-,-,-,-,-,-,-,-
2612,47660,ODIs,33,33,1580,1327,55,4/31,4/31,24.12,5.03,28.7,3,0,0
2613,47660,T20Is,13,10,210,245,13,3/23,3/23,18.84,7.00,16.1,0,0,0
2614,47660,First-class,182,,10928,7185,212,6/20,,33.89,3.94,51.5,7,7,0
2615,47660,List A,225,,5469,5257,174,5/50,5/50,30.21,5.76,31.4,6,1,0
2616,47660,T20s,332,139,2147,2922,114,4/24,4/24,25.63,8.16,18.8,1,0,0
2617,960035,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
2618,960035,First-class,1,-,-,-,-,-,-,-,-,-,-,-,-
2619,960035,List A,2,-,-,-,-,-,-,-,-,-,-,-,-
2620,440522,T20Is,8,7,102,160,5,3/9,3/9,32.00,9.41,20.4,0,0,0
2621,440522,First-class,49,92,7383,4129,128,6/46,10/117,32.25,3.35,57.6,2,6,1
2622,440522,List A,59,56,2207,2097,68,6/18,6/18,30.83,5.70,32.4,2,1,0
2623,440522,T20s,64,59,977,1489,55,3/9,3/9,27.07,9.14,17.7,0,0,0
2624,333782,ODIs,4,4,126,85,8,5/24,5/24,10.62,4.04,15.7,0,1,0
2625,333782,T20Is,29,28,545,672,28,3/18,3/18,24.00,7.39,19.4,0,0,0
2626,333782,First-class,41,68,7285,3935,148,7/42,10/121,26.58,3.24,49.2,6,10,1
2627,333782,List A,58,57,2566,2381,68,5/24,5/24,35.01,5.56,37.7,1,1,0
2628,333782,T20s,78,75,1427,1906,88,5/21,5/21,21.65,8.01,16.2,4,1,0
2629,47850,ODIs,15,15,789,658,18,3/27,3/27,36.55,5.00,43.8,0,0,0
2630,47850,T20Is,30,29,624,697,38,4/35,4/35,18.34,6.70,16.4,1,0,0
2631,47850,First-class,63,106,8738,4342,123,4/22,8/104,35.30,2.98,71.0,6,0,0
2632,47850,List A,186,174,8149,6630,248,5/26,5/26,26.73,4.88,32.8,12,4,0
2633,47850,T20s,194,188,3819,4579,181,4/35,4/35,25.29,7.19,21.0,1,0,0
2634,348109,ODIs,5,5,210,161,4,2/30,2/30,40.25,4.60,52.5,0,0,0
2635,348109,T20Is,27,25,504,594,27,4/11,4/11,22.00,7.07,18.6,2,0,0
2636,348109,First-class,8,14,1346,785,21,4/60,5/75,37.38,3.49,64.0,1,0,0
2637,348109,List A,45,43,1607,1262,44,3/21,3/21,28.68,4.71,36.5,0,0,0
2638,348109,T20s,42,39,746,959,32,4/11,4/11,29.96,7.71,23.3,2,0,0
2639,742529,T20Is,2,2,42,30,3,2/22,2/22,10.00,4.28,14.0,0,0,0
2640,742529,List A,3,3,114,80,2,2/40,2/40,40.00,4.21,57.0,0,0,0
2641,742529,T20s,3,3,48,41,3,2/22,2/22,13.66,5.12,16.0,0,0,0
2642,420419,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
2643,420419,T20Is,14,-,-,-,-,-,-,-,-,-,-,-,-
2644,420419,First-class,1,-,-,-,-,-,-,-,-,-,-,-,-
2645,420419,List A,6,-,-,-,-,-,-,-,-,-,-,-,-
2646,420419,T20s,15,-,-,-,-,-,-,-,-,-,-,-,-
2647,24716,ODIs,12,11,402,320,8,2/17,2/17,40.00,4.77,50.2,0,0,0
2648,24716,T20Is,20,19,288,306,15,3/24,3/24,20.40,6.37,19.2,0,0,0
2649,24716,First-class,22,,2038,1171,34,5/46,,34.44,3.44,59.9,2,1,0
2650,24716,List A,33,,1034,888,25,4/14,4/14,35.52,5.15,41.3,2,0,0
2651,24716,T20s,54,40,594,688,25,3/16,3/16,27.52,6.94,23.7,0,0,0
2652,472153,ODIs,5,4,112,80,2,1/22,1/22,40.00,4.28,56.0,0,0,0
2653,472153,T20Is,10,7,56,82,4,2/8,2/8,20.50,8.78,14.0,0,0,0
2654,472153,First-class,4,5,240,122,1,1/34,1/64,122.00,3.05,240.0,0,0,0
2655,472153,List A,9,7,214,171,4,2/62,2/62,42.75,4.79,53.5,0,0,0
2656,472153,T20s,28,21,218,264,10,2/8,2/8,26.40,7.26,21.8,0,0,0
2657,1107656,T20Is,1,1,18,22,0,-,-,-,7.33,-,0,0,0
2658,1107656,T20s,1,1,18,22,0,-,-,-,7.33,-,0,0,0
2659,529349,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-
2660,529349,T20Is,5,-,-,-,-,-,-,-,-,-,-,-,-
2661,529349,List A,20,10,299,222,4,2/17,2/17,55.50,4.45,74.7,0,0,0
2662,529349,T20s,18,1,6,6,0,-,-,-,6.00,-,0,0,0
2663,494133,ODIs,2,2,78,60,1,1/41,1/41,60.00,4.61,78.0,0,0,0
2664,494133,First-class,1,2,192,113,1,1/74,1/113,113.00,3.53,192.0,0,0,0
2665,494133,List A,4,4,168,104,3,1/13,1/13,34.66,3.71,56.0,0,0,0
2666,637496,ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-
2667,637496,List A,17,1,18,13,0,-,-,-,4.33,-,0,0,0
2668,637496,T20s,12,-,-,-,-,-,-,-,-,-,-,-,-
2669,24697,ODIs,86,71,2619,2169,48,4/36,4/36,45.18,4.96,54.5,1,0,0
2670,24697,T20Is,12,10,206,212,13,3/28,3/28,16.30,6.17,15.8,0,0,0
2671,24697,First-class,21,,2394,1173,24,4/56,5/103,48.87,2.93,99.7,1,0,0
2672,24697,List A,117,,3339,2675,63,4/36,4/36,42.46,4.80,53.0,1,0,0
2673,24697,T20s,15,13,278,296,15,3/28,3/28,19.73,6.38,18.5,0,0,0
2674,348016,ODIs,9,-,-,-,-,-,-,-,-,-,-,-,-
2675,348016,T20Is,10,-,-,-,-,-,-,-,-,-,-,-,-
2676,348016,First-class,5,-,-,-,-,-,-,-,-,-,-,-,-
2677,348016,List A,42,-,-,-,-,-,-,-,-,-,-,-,-
2678,348016,T20s,45,-,-,-,-,-,-,-,-,-,-,-,-
2679,1086099,T20Is,3,2,30,23,3,3/15,3/15,7.66,4.60,10.0,0,0,0
2680,1086099,List A,1,1,24,22,1,1/22,1/22,22.00,5.50,24.0,0,0,0
2681,1086099,T20s,8,7,132,154,6,3/15,3/15,25.66,7.00,22.0,0,0,0
2682,24790,ODIs,42,2,9,12,1,1/6,1/6,12.00,8.00,9.0,0,0,0
2683,24790,T20Is,15,2,30,33,3,3/25,3/25,11.00,6.60,10.0,0,0,0
2684,24790,First-class,17,,102,66,1,1/53,1/53,66.00,3.88,102.0,0,0,0
2685,24790,List A,56,2,9,12,1,1/6,1/6,12.00,8.00,9.0,0,0,0
2686,24790,T20s,20,4,42,58,3,3/25,3/25,19.33,8.28,14.0,0,0,0
2687,308691,ODIs,17,17,878,569,20,3/18,3/18,28.45,3.88,43.9,0,0,0
2688,308691,T20Is,7,7,144,140,4,2/31,2/31,35.00,5.83,36.0,0,0,0
2689,308691,First-class,5,9,977,527,15,5/39,7/120,35.13,3.23,65.1,1,1,0
2690,308691,List A,30,30,1547,927,41,5/26,5/26,22.60,3.59,37.7,1,1,0
2691,308691,T20s,26,26,534,577,23,3/23,3/23,25.08,6.48,23.2,0,0,0
2692,308515,ODIs,14,13,569,431,12,2/28,2/28,35.91,4.54,47.4,0,0,0
2693,308515,T20Is,22,22,423,463,27,4/14,4/14,17.14,6.56,15.6,2,0,0
2694,308515,First-class,3,5,407,150,9,3/11,4/39,16.66,2.21,45.2,0,0,0
2695,308515,List A,44,42,2051,1427,48,4/17,4/17,29.72,4.17,42.7,3,0,0
2696,308515,T20s,65,65,1269,1529,68,4/14,4/14,22.48,7.22,18.6,2,0,0
2697,291844,ODIs,49,-,-,-,-,-,-,-,-,-,-,-,-
2698,291844,T20Is,27,-,-,-,-,-,-,-,-,-,-,-,-
2699,291844,First-class,17,-,-,-,-,-,-,-,-,-,-,-,-
2700,291844,List A,92,-,-,-,-,-,-,-,-,-,-,-,-
2701,291844,T20s,70,-,-,-,-,-,-,-,-,-,-,-,-
2702,24752,ODIs,104,49,1818,1637,35,5/24,5/24,46.77,5.40,51.9,0,1,0
2703,24752,T20Is,29,12,207,230,12,3/17,3/17,19.16,6.66,17.2,0,0,0
2704,24752,First-class,52,,4185,2611,68,5/97,,38.39,3.74,61.5,,1,0
2705,24752,List A,185,,3105,2756,69,5/24,5/24,39.94,5.32,45.0,1,1,0
2706,24752,T20s,91,45,653,805,36,5/24,5/24,22.36,7.39,18.1,0,1,0
2707,24760,ODIs,74,-,-,-,-,-,-,-,-,-,-,-,-
2708,24760,T20Is,10,-,-,-,-,-,-,-,-,-,-,-,-
2709,24760,First-class,23,-,-,-,-,-,-,-,-,-,-,-,-
2710,24760,List A,97,-,-,-,-,-,-,-,-,-,-,-,-
2711,24760,T20s,19,-,-,-,-,-,-,-,-,-,-,-,-
2712,576980,T20Is,2,2,24,30,1,1/18,1/18,30.00,7.50,24.0,0,0,0
2713,576980,T20s,4,3,30,44,1,1/18,1/18,44.00,8.80,30.0,0,0,0
2714,308418,ODIs,8,7,318,256,8,3/48,3/48,32.00,4.83,39.7,0,0,0
2715,308418,T20Is,11,9,156,178,8,3/30,3/30,22.25,6.84,19.5,0,0,0
