,team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Match_number,Season
46,Sri Lanka,Pakistan,155/6,157/2 (36.5/40 ov),Pakistan won by 8 wickets (with 19 balls remaining),"Fall of wickets: 1-11 (Roshan Mahanama), 2-27 (Chandika Hathurusingha), 3-69 (Aravinda de Silva), 4-79 (Asanka Gurusinha), 5-118 (Sanath Jayasuriya), 6-138 (Marvan Atapattu)","Fall of wickets: 1-19 (Zahid Fazal), 2-131 (Ramiz Raja)",Sri Lanka tour of Pakistan 1991/92,"Pakistan , elected to field first",ODI no. 700,1991/92
47,India,West Indies,191,192/4 (48.3/50 ov),West Indies won by 6 wickets (with 9 balls remaining),"Fall of wickets: 1-14 (Navjot Sidhu), 2-20 (Sanjay Manjrekar), 3-21 (Kris Srikkanth), 4-35 (Mohammad Azharuddin), 5-62 (Sourav Ganguly), 6-85 (Manoj Prabhakar), 7-161 (Kapil Dev), 8-178 (Sachin Tendulkar), 9-191 (Venkatapathy Raju), 10-191 (Javagal Srinath)","Fall of wickets: 1-13 (Philo Wallace), 2-24 (Brian Lara), 3-133 (Desmond Haynes), 4-170 (Sir Richie Richardson)",Australian Tri Series (CB Series),"India , elected to bat first",ODI no. 702,1991/92
48,India,Australia,175,177/1 (39.2/50 ov),Australia won by 9 wickets (with 64 balls remaining),"Fall of wickets: 1-52 (Ravi Shastri), 2-57 (Navjot Sidhu), 3-69 (Kris Srikkanth), 4-111 (Sanjay Manjrekar), 5-129 (Sachin Tendulkar), 6-150 (Kapil Dev), 7-156 (Mohammad Azharuddin), 8-161 (Chandrakant Pandit), 9-163 (Manoj Prabhakar), 10-175 (Javagal Srinath)",Fall of wickets: 1-10 (Geoff Marsh),Australian Tri Series (CB Series),"India , elected to bat first",ODI no. 705,1991/92
49,Australia,India,208/9,202/7 (50 ov),Australia won by 6 runs,"Fall of wickets: 1-47 (David Boon), 2-74 (Dean Jones), 3-114 (Tom Moody), 4-117 (Mark Waugh), 5-168 (Geoff Marsh), 6-175 (Allan Border), 7-192 (Steve Waugh), 8-200 (Ian Healy), 9-208 (Craig McDermott)","Fall of wickets: 1-19 (Kris Srikkanth), 2-45 (Sanjay Manjrekar), 3-121 (Ravi Shastri), 4-146 (Mohammad Azharuddin), 5-154 (Kapil Dev), 6-190 (Sachin Tendulkar), 7-195 (Pravin Amre)",Australian Tri Series (CB Series),"Australia , elected to bat first",ODI no. 711,1991/92
50,New Zealand,England,186/7,188/7 (49.1/50 ov),England won by 3 wickets (with 5 balls remaining),"Fall of wickets: 1-14 (Rod Latham), 2-35 (Mark Greatbatch), 3-54 (Andrew Jones), 4-89 (Martin Crowe), 5-163 (Chris Harris), 6-170 (Chris Cairns), 7-180 (Ken Rutherford)","Fall of wickets: 1-21 (Graeme Hick), 2-54 (Graham Gooch), 3-63 (Robin Smith), 4-108 (Sir Ian Botham), 5-108 (Alec Stewart), 6-131 (Allan Lamb), 7-165 (Chris Lewis)",England tour of New Zealand 1991/92,"New Zealand , elected to bat first",ODI no. 712,1991/92
51,Pakistan,England,249/6,227 (49.2/50 ov),Pakistan won by 22 runs,"Fall of wickets: 1-20 (Aamer Sohail), 2-24 (Ramiz Raja), 3-163 (Javed Miandad), 4-197 (Imran Khan), 5-249 (Inzamam-ul-Haq, 49.5 ov), 6-249 (Wasim Akram, 49.6 ov)","Fall of wickets: 1-6 (Sir Ian Botham), 2-21 (Alec Stewart), 3-59 (Graeme Hick), 4-69 (Graham Gooch), 5-141 (Allan Lamb), 6-141 (Chris Lewis), 7-180 (Neil Fairbrother), 8-183 (Dermot Reeve), 9-208 (Phil DeFreitas, 47.1 ov), 10-227 (Richard Illingworth, 49.2 ov)",World Cup,"Pakistan , elected to bat first",ODI no. 752,1991/92
52,West Indies,South Africa,287/6,180 (42.2/50 ov),West Indies won by 107 runs,"Fall of wickets: 1-32 (Desmond Haynes), 2-104 (Brian Lara), 3-209 (Phil Simmons), 4-238 (Sir Richie Richardson), 5-277 (Keith Arthurton), 6-286 (Winston Benjamin)","Fall of wickets: 1-10 (Kepler Wessels), 2-79 (Andrew Hudson), 3-82 (Peter Kirsten), 4-121 (Adrian Kuiper), 5-153 (Jonty Rhodes), 6-155 (Richard Snell), 7-161 (David Richardson), 8-168 (Hansie Cronje), 9-174 (Corrie van Zyl), 10-180 (Omar Henry)",South Africa tour of West Indies 1991/92,"South Africa , elected to field first",ODI no. 753,1991/92
53,England,Pakistan,302/5,263 (50.5/55 ov),England won by 39 runs,"Fall of wickets: 1-71 (Graham Gooch), 2-81 (Robin Smith), 3-108 (Allan Lamb), 4-202 (Alec Stewart), 5-295 (Neil Fairbrother)","Fall of wickets: 1-81 (Aamer Sohail), 2-144 (Saleem Malik), 3-148 (Ramiz Raja), 4-174 (Inzamam-ul-Haq), 5-220 (Javed Miandad), 6-232 (Naved Anjum), 7-249 (Asif Mujtaba), 8-263 (Mushtaq Ahmed), 9-263 (Moin Khan), 10-263 (Tanvir Mehdi)",Pakistan tour of England 1992,"England , elected to bat first",ODI no. 757,1992
54,England,Pakistan,363/7,165 (46.1/55 ov),England won by 198 runs,"Fall of wickets: 1-84 (Graham Gooch), 2-95 (Alec Stewart), 3-224 (Robin Smith), 4-250 (Neil Fairbrother), 5-269 (Allan Lamb), 6-353 (Sir Ian Botham), 7-357 (Graeme Hick)","Fall of wickets: 1-2 (Ramiz Raja), 2-22 (Aamer Sohail), 3-27 (Asif Mujtaba), 4-60 (Inzamam-ul-Haq), 5-87 (Saleem Malik), 6-98 (Wasim Akram), 7-103 (Ijaz Ahmed), 8-129 (Waqar Younis), 9-153 (Rashid Latif), 10-165 (Aaqib Javed)",Pakistan tour of England 1992,"Pakistan , elected to field first",ODI no. 759,1992
55,Pakistan,England,204/5,"201 (49.2/50 ov, target 205)",Pakistan won by 3 runs,"Fall of wickets: 1-32 (Aamer Sohail), 2-91 (Ramiz Raja), 3-102 (Saleem Malik), 4-137 (Inzamam-ul-Haq), 5-189 (Wasim Akram)","Fall of wickets: 1-15 (Alec Stewart), 2-30 (Robin Smith), 3-72 (Neil Fairbrother), 4-111 (Sir Ian Botham), 5-139 (Graeme Hick), 6-172 (Allan Lamb), 7-191 (Richard Blakey), 8-193 (Chris Lewis), 9-193 (Phil DeFreitas), 10-201 (Richard Illingworth)",Pakistan tour of England 1992,"Pakistan , elected to bat first",ODI no. 760,1992
56,Pakistan,England,254/5,255/4 (43.4/55 ov),England won by 6 wickets (with 68 balls remaining),"Fall of wickets: 1-69 (Ramiz Raja), 2-90 (Shoaib Mohammad), 3-189 (Aamer Sohail), 4-210 (Asif Mujtaba), 5-240 (Inzamam-ul-Haq)","Fall of wickets: 1-98 (Graham Gooch), 2-101 (Alec Stewart), 3-149 (Neil Fairbrother), 4-159 (Allan Lamb)",Pakistan tour of England 1992,"Pakistan , elected to bat first",ODI no. 761,1992
57,India,Zimbabwe,239,209 (49.1/50 ov),India won by 30 runs,"Fall of wickets: 1-1 (Ajay Jadeja), 2-1 (Ravi Shastri), 3-75 (Mohammad Azharuddin), 4-78 (Sachin Tendulkar), 5-151 (Pravin Amre), 6-168 (Kapil Dev), 7-211 (Sanjay Manjrekar), 8-223 (Manoj Prabhakar), 9-238 (Kiran More), 10-239 (Anil Kumble)","Fall of wickets: 1-63 (Grant Flower), 2-88 (Ali Shah), 3-98 (Dave Houghton), 4-120 (Andy Waller), 5-123 (Craig Evans), 6-181 (Andy Flower), 7-196 (David Brain), 8-196 (Alistair Campbell), 9-209 (Mark Burmester), 10-209 (Gary Crocker)",India tour of Zimbabwe 1992/93,"Zimbabwe , elected to field first",ODI no. 764,1992/93
58,New Zealand,Zimbabwe,244/7,222/9 (50 ov),New Zealand won by 22 runs,"Fall of wickets: 1-23 (Mark Greatbatch), 2-110 (Rod Latham), 3-175 (Andrew Jones), 4-192 (Martin Crowe), 5-200 (Dipak Patel), 6-233 (Adam Parore), 7-236 (Dion Nash)","Fall of wickets: 1-4 (Grant Flower), 2-29 (Andy Flower), 3-34 (Dave Houghton), 4-75 (Andy Waller), 5-126 (Craig Evans), 6-162 (Ali Shah), 7-195 (Gary Crocker), 8-198 (Mark Dekker), 9-200 (Stephen Peall)",New Zealand tour of Zimbabwe 1992/93,"Zimbabwe , elected to field first",ODI no. 765,1992/93
59,Zimbabwe,New Zealand,271/6,272/6 (46.5/50 ov),New Zealand won by 4 wickets (with 19 balls remaining),"Fall of wickets: 1-124 (Andy Flower), 2-130 (Grant Flower), 3-199 (Dave Houghton), 4-221 (Craig Evans), 5-232 (Eddo Brandes), 6-261 (Mark Dekker)","Fall of wickets: 1-98 (Rod Latham), 2-113 (Blair Hartland), 3-114 (Mark Greatbatch), 4-244 (Ken Rutherford), 5-266 (Chris Harris), 6-267 (Martin Crowe)",New Zealand tour of Zimbabwe 1992/93,"Zimbabwe , elected to bat first",ODI no. 766,1992/93
60,West Indies,Pakistan,197/9,199/5 (49.2/50 ov),Pakistan won by 5 wickets (with 4 balls remaining),"Fall of wickets: 1-1 (Desmond Haynes), 2-12 (Phil Simmons), 3-64 (Sir Richie Richardson), 4-119 (Carl Hooper), 5-138 (Brian Lara), 6-140 (Keith Arthurton), 7-153 (Ian Bishop), 8-176 (Junior Murray), 9-177 (Anderson Cummins)","Fall of wickets: 1-6 (Aamer Sohail), 2-62 (Ramiz Raja), 3-102 (Saleem Malik), 4-157 (Inzamam-ul-Haq), 5-163 (Asif Mujtaba)",Australian Tri Series (CB Series),"Pakistan , elected to field first",ODI no. 767,1992/93
61,India,South Africa,184,185/4 (49.3/50 ov),South Africa won by 6 wickets (with 3 balls remaining),"Fall of wickets: 1-92 (Woorkeri Raman, 27.2 ov), 2-103 (Ajay Jadeja, 29.6 ov), 3-109 (Mohammad Azharuddin, 32.5 ov), 4-133 (Sachin Tendulkar, 39.5 ov), 5-140 (Sanjay Manjrekar, 41.4 ov), 6-140 (Pravin Amre, 41.6 ov), 7-153 (Manoj Prabhakar, 45.6 ov), 8-158 (Kiran More, 46.4 ov), 9-184 (Kapil Dev, 49.5 ov), 10-184 (Javagal Srinath, 49.6 ov)","Fall of wickets: 1-56 (Andrew Hudson, 19.2 ov), 2-108 (Kepler Wessels, 35.3 ov), 3-140 (Jonty Rhodes, 42.6 ov), 4-168 (Peter Kirsten, 47.4 ov)",India tour of South Africa 1992/93,"India , elected to bat first",ODI no. 770,1992/93
62,Australia,West Indies,101/9,"87 (29.3/30 ov, target 102)",Australia won by 14 runs,"Fall of wickets: 1-31 (Mark Taylor), 2-32 (David Boon), 3-34 (Steve Waugh), 4-61 (Mark Waugh), 5-62 (Damien Martyn), 6-79 (Dean Jones), 7-85 (Ian Healy), 8-90 (Greg Matthews), 9-98 (Craig McDermott)","Fall of wickets: 1-6 (Brian Lara), 2-7 (Phil Simmons), 3-18 (Sir Richie Richardson), 4-22 (Desmond Haynes), 5-31 (Keith Arthurton), 6-49 (Carl Hooper), 7-55 (Gus Logie), 8-65 (Junior Murray), 9-75 (Ian Bishop), 10-87 (Anderson Cummins)",Australian Tri Series (CB Series),"West Indies , elected to field first",ODI no. 771,1992/93
63,India,South Africa,147,148/4 (46.4/50 ov),South Africa won by 6 wickets (with 20 balls remaining),"Fall of wickets: 1-8 (Ajay Jadeja, 5.4 ov), 2-40 (Mohammad Azharuddin, 14.3 ov), 3-48 (Woorkeri Raman, 20.4 ov), 4-65 (Sachin Tendulkar, 26.3 ov), 5-81 (Sanjay Manjrekar, 34.1 ov), 6-82 (Kapil Dev, 34.2 ov), 7-84 (Manoj Prabhakar, 35.5 ov), 8-112 (Pravin Amre, 43.5 ov), 9-144 (Anil Kumble, 49.1 ov), 10-147 (Kiran More, 49.4 ov)","Fall of wickets: 1-8 (Andrew Hudson, 2.6 ov), 2-20 (Peter Kirsten, 8.1 ov), 3-46 (Jonty Rhodes, 18.1 ov), 4-70 (Kepler Wessels, 28.1 ov)",India tour of South Africa 1992/93,"India , elected to bat first",ODI no. 772,1992/93
64,South Africa,India,214/5,215/6 (49.1/50 ov),India won by 4 wickets (with 5 balls remaining),"Fall of wickets: 1-92 (Kepler Wessels, 23.3 ov), 2-124 (Peter Kirsten, 32.6 ov), 3-163 (Jonty Rhodes, 41.2 ov), 4-180 (Andrew Hudson, 43.5 ov), 5-181 (Hansie Cronje, 44.5 ov)","Fall of wickets: 1-56 (Ajay Jadeja, 18.6 ov), 2-72 (Pravin Amre, 23.3 ov), 3-123 (Mohammad Azharuddin, 34.6 ov), 4-168 (Sachin Tendulkar, 42.4 ov), 5-171 (Kapil Dev, 43.4 ov), 6-194 (Woorkeri Raman, 46.5 ov)",India tour of South Africa 1992/93,"India , elected to field first",ODI no. 774,1992/93
65,Sri Lanka,New Zealand,262/6,"231 (48.5/49 ov, target 263)",Sri Lanka won by 31 runs,"Fall of wickets: 1-9 (Chandika Hathurusingha), 2-175 (Asanka Gurusinha), 3-203 (Roshan Mahanama), 4-218 (Aravinda de Silva), 5-246 (Arjuna Ranatunga), 6-262 (Sanath Jayasuriya)","Fall of wickets: 1-29 (Blair Hartland), 2-35 (Adam Parore), 3-88 (Ken Rutherford), 4-108 (Andrew Jones), 5-165 (Justin Vaughan), 6-187 (Dion Nash), 7-194 (Chris Pringle), 8-199 (Grant Bradburn), 9-203 (Michael Owens), 10-231 (Mark Haslam)",New Zealand tour of Sri Lanka 1992/93,"New Zealand , elected to field first",ODI no. 778,1992/93
66,India,South Africa,161/9,165/4 (48.3/50 ov),South Africa won by 6 wickets (with 9 balls remaining),"Fall of wickets: 1-9 (Woorkeri Raman, 5.5 ov), 2-12 (Pravin Amre, 6.2 ov), 3-61 (Ajay Jadeja, 20.5 ov), 4-107 (Sachin Tendulkar, 34.5 ov), 5-108 (Mohammad Azharuddin, 35.1 ov), 6-136 (Kapil Dev, 43.1 ov), 7-143 (Javagal Srinath, 44.3 ov), 8-149 (Kiran More, 46.3 ov), 9-149 (Ravi Shastri, 47.1 ov)","Fall of wickets: 1-47 (Andrew Hudson, 18.3 ov), 2-88 (Kepler Wessels, 32.2 ov), 3-95 (Peter Kirsten, 34.2 ov), 4-133 (Dave Callaghan, 44.4 ov)",India tour of South Africa 1992/93,"South Africa , elected to field first",ODI no. 779,1992/93
67,India,South Africa,207/4,208/2 (47.2/50 ov),South Africa won by 8 wickets (with 16 balls remaining),"Fall of wickets: 1-17 (Ajay Jadeja, 6.3 ov), 2-47 (Woorkeri Raman, 16.2 ov), 3-88 (Manoj Prabhakar, 27.6 ov), 4-156 (Sachin Tendulkar, 43.6 ov)","Fall of wickets: 1-125 (Kepler Wessels, 32.4 ov), 2-204 (Andrew Hudson, 46.5 ov)",India tour of South Africa 1992/93,"South Africa , elected to field first",ODI no. 781,1992/93
68,West Indies,Pakistan,214/9,81 (48/50 ov),West Indies won by 133 runs,"Fall of wickets: 1-10 (Brian Lara), 2-40 (Phil Simmons), 3-107 (Sir Richie Richardson), 4-151 (Carl Hooper), 5-156 (Gus Logie), 6-195 (Jimmy Adams), 7-209 (Desmond Haynes), 8-210 (Junior Murray), 9-213 (Sir Curtly Ambrose)","Fall of wickets: 1-2 (Ramiz Raja), 2-4 (Asif Mujtaba), 3-9 (Aamer Sohail), 4-9 (Saleem Malik), 5-14 (Javed Miandad), 6-35 (Wasim Akram), 7-35 (Inzamam-ul-Haq), 8-54 (Waqar Younis), 9-78 (Mushtaq Ahmed), 10-81 (Rashid Latif)",Australian Tri Series (CB Series),"West Indies , elected to bat first",ODI no. 782,1992/93
69,South Africa,India,216/8,177 (47.5/50 ov),South Africa won by 39 runs,"Fall of wickets: 1-28 (Andrew Hudson, 10.5 ov), 2-121 (Peter Kirsten, 33.5 ov), 3-157 (Kepler Wessels, 39.6 ov), 4-162 (Jonty Rhodes, 41.4 ov), 5-173 (Dave Callaghan, 43.3 ov), 6-198 (David Richardson, 48.3 ov), 7-215 (Hansie Cronje, 49.5 ov), 8-216 (Meyrick Pringle, 49.6 ov)","Fall of wickets: 1-40 (Manoj Prabhakar, 15.5 ov), 2-42 (Ajay Jadeja, 16.3 ov), 3-65 (Sanjay Manjrekar, 22.6 ov), 4-110 (Sachin Tendulkar, 36.5 ov), 5-127 (Mohammad Azharuddin, 40.4 ov), 6-144 (Ravi Shastri, 43.1 ov), 7-153 (Vijay Yadav, 44.2 ov), 8-172 (Kapil Dev, 46.3 ov), 9-173 (Anil Kumble, 46.5 ov), 10-177 (Chetan Sharma, 47.5 ov)",India tour of South Africa 1992/93,"India , elected to field first",ODI no. 783,1992/93
70,South Africa,India,203/8,204/5 (47.2/50 ov),India won by 5 wickets (with 16 balls remaining),"Fall of wickets: 1-21 (Andrew Hudson, 4.5 ov), 2-86 (Peter Kirsten, 25.2 ov), 3-108 (Kepler Wessels, 31.3 ov), 4-108 (Dave Callaghan, 31.6 ov), 5-199 (Hansie Cronje, 47.6 ov), 6-200 (Jonty Rhodes, 48.3 ov), 7-201 (David Richardson, 48.6 ov), 8-203 (Craig Matthews, 49.6 ov)","Fall of wickets: 1-16 (Manoj Prabhakar, 4.3 ov), 2-39 (Sanjay Manjrekar, 14.2 ov), 3-43 (Sachin Tendulkar, 15.5 ov), 4-80 (Mohammad Azharuddin, 25.3 ov), 5-130 (Kapil Dev, 37.1 ov)",India tour of South Africa 1992/93,"India , elected to field first",ODI no. 784,1992/93
71,Pakistan,New Zealand,158/8,"108 (39.3/49 ov, target 159)",Pakistan won by 50 runs,"Fall of wickets: 1-14 (Aamer Sohail), 2-57 (Saleem Malik), 3-116 (Ramiz Raja), 4-117 (Inzamam-ul-Haq), 5-119 (Asif Mujtaba), 6-123 (Wasim Akram), 7-152 (Rashid Latif), 8-153 (Javed Miandad)","Fall of wickets: 1-10 (Rod Latham), 2-11 (Andrew Jones), 3-19 (Mark Greatbatch), 4-60 (Martin Crowe), 5-73 (Ken Rutherford), 6-74 (Chris Harris), 7-77 (Dipak Patel), 8-97 (Gavin Larsen), 9-106 (Adam Parore), 10-108 (Danny Morrison)",Pakistan tour of New Zealand 1992/93,"New Zealand , elected to field first",ODI no. 785,1992/93
72,Pakistan,New Zealand,136/8,"137/4 (37.4/42 ov, target 137)",New Zealand won by 6 wickets (with 26 balls remaining),"Fall of wickets: 1-9 (Aamer Sohail), 2-14 (Ramiz Raja), 3-67 (Javed Miandad), 4-69 (Inzamam-ul-Haq), 5-92 (Saleem Malik), 6-113 (Shahid Saeed), 7-128 (Wasim Akram), 8-135 (Rashid Latif)","Fall of wickets: 1-0 (Mark Greatbatch), 2-30 (Rod Latham), 3-71 (Andrew Jones), 4-133 (Ken Rutherford)",Pakistan tour of New Zealand 1992/93,"New Zealand , elected to field first",ODI no. 786,1992/93
73,Australia,West Indies,147,148/6 (47/50 ov),West Indies won by 4 wickets (with 18 balls remaining),"Fall of wickets: 1-54 (David Boon), 2-63 (Mark Taylor), 3-65 (Dean Jones), 4-74 (Mark Waugh), 5-94 (Allan Border), 6-113 (Steve Waugh), 7-133 (Ian Healy), 8-137 (Tony Dodemaide), 9-146 (Greg Matthews), 10-147 (Craig McDermott)","Fall of wickets: 1-7 (Desmond Haynes), 2-8 (Phil Simmons), 3-23 (Sir Richie Richardson), 4-109 (Brian Lara), 5-125 (Gus Logie), 6-126 (Junior Murray)",Australian Tri Series (CB Series),"Australia , elected to bat first",ODI no. 793,1992/93
74,England,India,198/6,201/5 (45.1/50 ov),India won by 5 wickets (with 29 balls remaining),"Fall of wickets: 1-19 (Alec Stewart), 2-20 (Graham Gooch), 3-22 (Mike Gatting), 4-49 (Neil Fairbrother), 5-132 (Robin Smith), 6-153 (Graeme Hick)","Fall of wickets: 1-79 (Manoj Prabhakar), 2-99 (Vinod Kambli), 3-148 (Navjot Sidhu), 4-161 (Sachin Tendulkar), 5-195 (Mohammad Azharuddin)",England tour of India 1992/93,"India , elected to field first",ODI no. 795,1992/93
75,Pakistan,South Africa,208/6,198 (50 ov),Pakistan won by 10 runs,"Fall of wickets: 1-0 (Saeed Anwar), 2-46 (Ramiz Raja), 3-93 (Inzamam-ul-Haq), 4-107 (Javed Miandad), 5-132 (Saleem Malik), 6-166 (Rashid Latif)","Fall of wickets: 1-101 (Kepler Wessels), 2-159 (Peter Kirsten), 3-165 (Andrew Hudson), 4-165 (Daryll Cullinan), 5-180 (Hansie Cronje), 6-182 (Brian McMillan), 7-182 (Jonty Rhodes), 8-195 (Craig Matthews), 9-197 (David Richardson), 10-198 (Fanie de Villiers)",Total International Series,"South Africa , elected to field first",ODI no. 800,1992/93
76,Pakistan,South Africa,214/6,"162 (30.1/31 ov, target 172)",Pakistan won by 9 runs (revised target),"Fall of wickets: 1-0 (Shoaib Mohammad), 2-7 (Ramiz Raja), 3-29 (Saleem Malik), 4-194 (Asif Mujtaba), 5-206 (Wasim Akram), 6-214 (Javed Miandad)","Fall of wickets: 1-8 (Andrew Hudson), 2-80 (Kepler Wessels), 3-82 (Peter Kirsten), 4-151 (Jonty Rhodes), 5-154 (Dave Callaghan), 6-155 (Errol Stewart), 7-157 (Brian McMillan), 8-160 (Hansie Cronje), 9-162 (Meyrick Pringle), 10-162 (Allan Donald)",Total International Series,"Pakistan , elected to bat first",ODI no. 803,1992/93
77,Pakistan,West Indies,43,45/3 (12.3/50 ov),West Indies won by 7 wickets (with 225 balls remaining),"Fall of wickets: 1-0 (Ramiz Raja), 2-10 (Saeed Anwar), 3-11 (Ghulam Ali), 4-14 (Saleem Malik), 5-14 (Asif Mujtaba), 6-14 (Wasim Akram), 7-25 (Rashid Latif), 8-25 (Waqar Younis), 9-26 (Mushtaq Ahmed), 10-43 (Zahid Fazal)","Fall of wickets: 1-0 (Desmond Haynes), 2-9 (Phil Simmons), 3-11 (Carl Hooper)",Total International Series,"West Indies , elected to field first",ODI no. 808,1992/93
78,Pakistan,West Indies,187,190/5 (39.4/50 ov),West Indies won by 5 wickets (with 62 balls remaining),"Fall of wickets: 1-46 (Ramiz Raja), 2-48 (Shoaib Mohammad), 3-55 (Javed Miandad), 4-73 (Zahid Fazal), 5-87 (Aamer Sohail), 6-141 (Wasim Akram), 7-142 (Rashid Latif), 8-187 (Waqar Younis), 9-187 (Asif Mujtaba), 10-187 (Aaqib Javed)","Fall of wickets: 1-112 (Desmond Haynes), 2-114 (Brian Lara), 3-124 (Phil Simmons), 4-142 (Carl Hooper), 5-158 (Sir Richie Richardson)",Total International Series,"West Indies , elected to field first",ODI no. 810,1992/93
79,England,India,265/4,"267/6 (46.4/48 ov, target 266)",India won by 4 wickets (with 8 balls remaining),"Fall of wickets: 1-42 (Alec Stewart), 2-158 (Robin Smith), 3-246 (Neil Fairbrother), 4-258 (Mike Gatting)","Fall of wickets: 1-41 (Navjot Sidhu), 2-99 (Vinod Kambli), 3-166 (Manoj Prabhakar), 4-245 (Sachin Tendulkar), 5-251 (Kapil Dev), 6-253 (Ajay Sharma)",England tour of India 1992/93,"India , elected to field first",ODI no. 814,1992/93
80,Australia,New Zealand,258/4,129 (42.2/50 ov),Australia won by 129 runs,"Fall of wickets: 1-95 (Mark Waugh), 2-199 (Dean Jones), 3-200 (Mark Taylor), 4-236 (Damien Martyn)","Fall of wickets: 1-0 (Mark Greatbatch), 2-2 (Rod Latham), 3-10 (Martin Crowe), 4-46 (Ken Rutherford), 5-46 (Tony Blain), 6-49 (Jeff Wilson), 7-52 (Andrew Jones), 8-72 (Dipak Patel), 9-97 (Gavin Larsen), 10-129 (Willie Watson)",Australia tour of New Zealand 1992/93,"New Zealand , elected to field first",ODI no. 816,1992/93
81,England,Sri Lanka,180,183/2 (35.2/50 ov),Sri Lanka won by 8 wickets (with 88 balls remaining),"Fall of wickets: 1-23 (Chris Lewis), 2-77 (Robin Smith), 3-85 (Graeme Hick), 4-111 (Neil Fairbrother), 5-114 (Mike Gatting), 6-125 (Alec Stewart), 7-168 (John Emburey), 8-172 (Dermot Reeve), 9-177 (Paul Jarvis), 10-180 (Paul Taylor)","Fall of wickets: 1-66 (Chandika Hathurusingha), 2-68 (Roshan Mahanama)",England tour of Sri Lanka 1992/93,"Sri Lanka , elected to field first",ODI no. 818,1992/93
82,Pakistan,West Indies,223/6,224/6 (44/50 ov),West Indies won by 4 wickets (with 36 balls remaining),"Fall of wickets: 1-67 (Ramiz Raja), 2-185 (Inzamam-ul-Haq), 3-185 (Wasim Akram), 4-187 (Aamer Sohail), 5-221 (Javed Miandad), 6-223 (Basit Ali)","Fall of wickets: 1-21 (Desmond Haynes), 2-101 (Phil Simmons), 3-180 (Brian Lara), 4-184 (Sir Richie Richardson), 5-197 (Gus Logie), 6-223 (Carl Hooper)",Pakistan tour of West Indies 1992/93,"West Indies , elected to field first",ODI no. 821,1992/93
83,New Zealand,Australia,214,126 (37.2/50 ov),New Zealand won by 88 runs,"Fall of wickets: 1-26 (Mark Greatbatch), 2-49 (Rod Latham), 3-95 (Andrew Jones), 4-127 (Chris Harris), 5-140 (Tony Blain), 6-168 (Jeff Wilson), 7-178 (Dipak Patel), 8-205 (Gavin Larsen), 9-213 (Chris Pringle), 10-214 (Danny Morrison)","Fall of wickets: 1-0 (Mark Waugh), 2-42 (Dean Jones), 3-55 (David Boon), 4-71 (Steve Waugh), 5-71 (Allan Border), 6-77 (Ian Healy), 7-93 (Merv Hughes), 8-108 (Tony Dodemaide), 9-122 (Mark Taylor), 10-126 (Shane Warne)",Australia tour of New Zealand 1992/93,"New Zealand , elected to bat first",ODI no. 822,1992/93
